Rank,Name,Team,Position,Opponent,HomeOrAway,Started_YN,Saves,InningsPitched,PitchingHits,PitchingRuns,PitchingEarnedRuns,PitchingHomeRuns,PitchingWalks,PitchingStrikeouts,PitchingBattingAverageAgainst,WalksHitsPerInningsPitched,FantasyPointsDraftKings
31,Chris Sale,BOS,SP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew Pomeranz,BOS,SP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Steven Wright,BOS,SP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Craig Kimbrel,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Barnes,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Heath Hembree,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Kelly,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brandon Workman,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Brasier,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Thornburg,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Carson Smith,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brian Johnson,BOS,SP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Williams Jerez,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ty Buttrey,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Justin Haley,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Austin Maddox,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Marcus Walden,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,William Cuevas,BOS,SP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Robby Scott,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chandler Shepherd,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Hector Velazquez,BOS,SP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jalen Beeks,BOS,SP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Bobby Poyner,BOS,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jordan Zimmermann,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Blaine Hardy,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mike Fiers,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Michael Fulmer,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Francisco Liriano,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Norris,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Artie Lewicki,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew VerHagen,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shane Greene,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alex Wilson,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Louis Coleman,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Buck Farmer,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Stumpf,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Victor Alcantara,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Johnny Barbato,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zac Reininger,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Carpenter,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Jimenez,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Warwick Saupold,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Spencer Turnbull,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sandy Baez,DET,RP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gregory Soto,DET,SP,BOS,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
