Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2B/OF,Dee Gordon (11070786),Dee Gordon,11070786,2B/OF,3500,SEA@OAK 08/13/2018 10:05PM ET,SEA,6.92
C,Mike Zunino (11070802),Mike Zunino,11070802,C,3500,SEA@OAK 08/13/2018 10:05PM ET,SEA,5.92
1B,Ryon Healy (11070833),Ryon Healy,11070833,1B,3500,SEA@OAK 08/13/2018 10:05PM ET,SEA,6.84
2B/OF,Chad Pinder (11070845),Chad Pinder,11070845,2B/OF,3500,SEA@OAK 08/13/2018 10:05PM ET,OAK,5.69
1B/3B,Jefry Marte (11070551),Jefry Marte,11070551,1B/3B,3400,LAA@SD 08/13/2018 10:10PM ET,LAA,3.21
2B/OF,Jose Pirela (11070553),Jose Pirela,11070553,2B/OF,3400,LAA@SD 08/13/2018 10:10PM ET,SD,5.23
C,Francisco Arcia (11070555),Francisco Arcia,11070555,C,3400,LAA@SD 08/13/2018 10:10PM ET,LAA,8.33
2B/3B,Cory Spangenberg (11070586),Cory Spangenberg,11070586,2B/3B,3400,LAA@SD 08/13/2018 10:10PM ET,SD,4.75
OF,Franmil Reyes (11070593),Franmil Reyes,11070593,OF,3400,LAA@SD 08/13/2018 10:10PM ET,SD,5.58
OF,Gorkys Hernandez (11070664),Gorkys Hernandez,11070664,OF,3400,SF@LAD 08/13/2018 10:10PM ET,SF,5.67
OF,Matt Joyce (11070767),Matt Joyce,11070767,OF,3400,SEA@OAK 08/13/2018 10:05PM ET,OAK,5.27
SS,Freddy Galvis (11070542),Freddy Galvis,11070542,SS,3300,LAA@SD 08/13/2018 10:10PM ET,SD,5.9
C,Nick Hundley (11070651),Nick Hundley,11070651,C,3300,SF@LAD 08/13/2018 10:10PM ET,SF,5.56
1B,Daniel Vogelbach (11070827),Daniel Vogelbach,11070827,1B,3300,SEA@OAK 08/13/2018 10:05PM ET,SEA,4.48
2B,Franklin Barreto (11070854),Franklin Barreto,11070854,2B,3300,SEA@OAK 08/13/2018 10:05PM ET,OAK,5.52
OF,Ramon Laureano (11070860),Ramon Laureano,11070860,OF,3300,SEA@OAK 08/13/2018 10:05PM ET,OAK,4.67
OF,Jabari Blash (11070541),Jabari Blash,11070541,OF,3200,LAA@SD 08/13/2018 10:10PM ET,LAA,1.14
2B/3B,David Fletcher (11070619),David Fletcher,11070619,2B/3B,3200,LAA@SD 08/13/2018 10:10PM ET,LAA,5.06
OF,Cameron Maybin (11070770),Cameron Maybin,11070770,OF,3200,SEA@OAK 08/13/2018 10:05PM ET,SEA,4.42
OF,Eric Young Jr. (11070525),Eric Young Jr.,11070525,OF,3100,LAA@SD 08/13/2018 10:10PM ET,LAA,5.08
2B/3B,Chase d'Arnaud (11070674),Chase d'Arnaud,11070674,2B/3B,3100,SF@LAD 08/13/2018 10:10PM ET,SF,4.85
2B,Joe Panik (11070709),Joe Panik,11070709,2B,3100,SF@LAD 08/13/2018 10:10PM ET,SF,5.51
2B/SS,Kelby Tomlinson (11070720),Kelby Tomlinson,11070720,2B/SS,3100,SF@LAD 08/13/2018 10:10PM ET,SF,3.02
C,Josh Phegley (11070798),Josh Phegley,11070798,C,3100,SEA@OAK 08/13/2018 10:05PM ET,OAK,5.3
1B/3B,Luis Valbuena (11070527),Luis Valbuena,11070527,1B/3B,3000,LAA@SD 08/13/2018 10:10PM ET,LAA,4.24
2B/3B,Zack Cozart (11070538),Zack Cozart,11070538,2B/3B,3000,LAA@SD 08/13/2018 10:10PM ET,LAA,6.28
OF,Alex Dickerson (11070571),Alex Dickerson,11070571,OF,3000,LAA@SD 08/13/2018 10:10PM ET,SD,0
C,Jose Briceno (11070574),Jose Briceno,11070574,C,3000,LAA@SD 08/13/2018 10:10PM ET,LAA,4.1
1B,Jose Fernandez (11070601),Jose Fernandez,11070601,1B,3000,LAA@SD 08/13/2018 10:10PM ET,LAA,4
2B,Luis Urias (11070613),Luis Urias,11070613,2B,3000,LAA@SD 08/13/2018 10:10PM ET,SD,0
SS,Fernando Tatis Jr. (11070631),Fernando Tatis Jr.,11070631,SS,3000,LAA@SD 08/13/2018 10:10PM ET,SD,0
OF,Hunter Pence (11070649),Hunter Pence,11070649,OF,3000,SF@LAD 08/13/2018 10:10PM ET,SF,3.21
OF,Mac Williamson (11070725),Mac Williamson,11070725,OF,3000,SF@LAD 08/13/2018 10:10PM ET,SF,6.18
1B,Chris Shaw (11070737),Chris Shaw,11070737,1B,3000,SF@LAD 08/13/2018 10:10PM ET,SF,0
C,A.J. Ellis (11070524),A.J. Ellis,11070524,C,2900,LAA@SD 08/13/2018 10:10PM ET,SD,4.68
3B/OF,Rob Segedin (11070693),Rob Segedin,11070693,3B/OF,2900,SF@LAD 08/13/2018 10:10PM ET,LAD,0
1B/OF,O'Koyea Dickson (11070718),O'Koyea Dickson,11070718,1B/OF,2900,SF@LAD 08/13/2018 10:10PM ET,LAD,0
C,Cameron Rupp (11070810),Cameron Rupp,11070810,C,2900,SEA@OAK 08/13/2018 10:05PM ET,SEA,0
SS,Jorge Mateo (11070837),Jorge Mateo,11070837,SS,2900,SEA@OAK 08/13/2018 10:05PM ET,OAK,0
C,Francisco Mejia (11070610),Francisco Mejia,11070610,C,2800,LAA@SD 08/13/2018 10:10PM ET,SD,4
C,Austin Barnes (11070710),Austin Barnes,11070710,C,2800,SF@LAD 08/13/2018 10:10PM ET,LAD,3.04
3B,Kyle Farmer (11070726),Kyle Farmer,11070726,3B,2800,SF@LAD 08/13/2018 10:10PM ET,LAD,2.66
2B,Miguel Gomez (11070732),Miguel Gomez,11070732,2B,2800,SF@LAD 08/13/2018 10:10PM ET,SF,2.22
3B,Ryder Jones (11070743),Ryder Jones,11070743,3B,2800,SF@LAD 08/13/2018 10:10PM ET,SF,14
OF,Tim Locastro (11070747),Tim Locastro,11070747,OF,2800,SF@LAD 08/13/2018 10:10PM ET,LAD,2.62
C,Jonathan Lucroy (11070778),Jonathan Lucroy,11070778,C,2800,SEA@OAK 08/13/2018 10:05PM ET,OAK,5.24
C,Mike Marjama (11070826),Mike Marjama,11070826,C,2800,SEA@OAK 08/13/2018 10:05PM ET,SEA,2.1
OF,Franchy Cordero (11070592),Franchy Cordero,11070592,OF,2700,LAA@SD 08/13/2018 10:10PM ET,SD,7.3
2B,Carlos Asuaje (11070600),Carlos Asuaje,11070600,2B,2700,LAA@SD 08/13/2018 10:10PM ET,SD,3.59
OF,Michael Hermosillo (11070607),Michael Hermosillo,11070607,OF,2700,LAA@SD 08/13/2018 10:10PM ET,LAA,2
2B,Chase Utley (11070637),Chase Utley,11070637,2B,2700,SF@LAD 08/13/2018 10:10PM ET,LAD,3.55
OF,Franklin Gutierrez (11070640),Franklin Gutierrez,11070640,OF,2700,SF@LAD 08/13/2018 10:10PM ET,LAD,0
OF,Gregor Blanco (11070641),Gregor Blanco,11070641,OF,2700,SF@LAD 08/13/2018 10:10PM ET,SF,4.38
2B,Gordon Beckham (11070784),Gordon Beckham,11070784,2B,2700,SEA@OAK 08/13/2018 10:05PM ET,SEA,2.92
C,Chris Herrmann (11070791),Chris Herrmann,11070791,C,2700,SEA@OAK 08/13/2018 10:05PM ET,SEA,4.36
OF,John Andreoli (11070824),John Andreoli,11070824,OF,2700,SEA@OAK 08/13/2018 10:05PM ET,SEA,1.67
OF,Matt Szczur (11070537),Matt Szczur,11070537,OF,2600,LAA@SD 08/13/2018 10:10PM ET,SD,2.1
3B/SS,Dusty Coleman (11070548),Dusty Coleman,11070548,3B/SS,2600,LAA@SD 08/13/2018 10:10PM ET,SD,0
OF,Jarrett Parker (11070699),Jarrett Parker,11070699,OF,2600,SF@LAD 08/13/2018 10:10PM ET,SF,0
OF,Andrew Toles (11070705),Andrew Toles,11070705,OF,2600,SF@LAD 08/13/2018 10:10PM ET,LAD,5.71
SS,Corey Seager (11070734),Corey Seager,11070734,SS,2600,SF@LAD 08/13/2018 10:10PM ET,LAD,7.23
C,David Freitas (11070815),David Freitas,11070815,C,2600,SEA@OAK 08/13/2018 10:05PM ET,SEA,3.45
OF,Boog Powell (11070842),Boog Powell,11070842,OF,2600,SEA@OAK 08/13/2018 10:05PM ET,OAK,4.57
OF,Guillermo Heredia (11070849),Guillermo Heredia,11070849,OF,2600,SEA@OAK 08/13/2018 10:05PM ET,SEA,3.55
OF,Kyle Lewis (11070861),Kyle Lewis,11070861,OF,2600,SEA@OAK 08/13/2018 10:05PM ET,SEA,0
C,Sean Murphy (11070862),Sean Murphy,11070862,C,2600,SEA@OAK 08/13/2018 10:05PM ET,OAK,0
C,Rene Rivera (11070520),Rene Rivera,11070520,C,2500,LAA@SD 08/13/2018 10:10PM ET,LAA,5.14
OF,Rymer Liriano (11070565),Rymer Liriano,11070565,OF,2500,LAA@SD 08/13/2018 10:10PM ET,LAA,0
OF,Jahmai Jones (11070623),Jahmai Jones,11070623,OF,2500,LAA@SD 08/13/2018 10:10PM ET,LAA,0
2B/SS,Andrew Romine (11070780),Andrew Romine,11070780,2B/SS,2500,SEA@OAK 08/13/2018 10:05PM ET,SEA,2.05
2B,Max Schrock (11070843),Max Schrock,11070843,2B,2500,SEA@OAK 08/13/2018 10:05PM ET,OAK,0
1B,Evan White (11070866),Evan White,11070866,1B,2500,SEA@OAK 08/13/2018 10:05PM ET,SEA,0
OF,Chris Young (11070523),Chris Young,11070523,OF,2400,LAA@SD 08/13/2018 10:10PM ET,LAA,3.64
1B/3B,Chase Headley (11070532),Chase Headley,11070532,1B/3B,2400,LAA@SD 08/13/2018 10:10PM ET,SD,1.78
C,Raffy Lopez (11070573),Raffy Lopez,11070573,C,2400,LAA@SD 08/13/2018 10:10PM ET,SD,4.27
SS,Nolan Fontana (11070596),Nolan Fontana,11070596,SS,2400,LAA@SD 08/13/2018 10:10PM ET,LAA,2
1B/OF,Michael Morse (11070638),Michael Morse,11070638,1B/OF,2400,SF@LAD 08/13/2018 10:10PM ET,SF,0
OF,Peter Bourjos (11070654),Peter Bourjos,11070654,OF,2400,SF@LAD 08/13/2018 10:10PM ET,SF,1.81
C,Hector Sanchez (11070688),Hector Sanchez,11070688,C,2400,SF@LAD 08/13/2018 10:10PM ET,SF,0
2B/3B,Josh Rutledge (11070695),Josh Rutledge,11070695,2B/3B,2400,SF@LAD 08/13/2018 10:10PM ET,SF,0
SS,Orlando Calixte (11070749),Orlando Calixte,11070749,SS,2400,SF@LAD 08/13/2018 10:10PM ET,SF,0
3B,Zach Vincej (11070834),Zach Vincej,11070834,3B,2400,SEA@OAK 08/13/2018 10:05PM ET,SEA,8
SS,Allen Cordoba (11070603),Allen Cordoba,11070603,SS,2300,LAA@SD 08/13/2018 10:10PM ET,SD,0
OF,Brandon Marsh (11070628),Brandon Marsh,11070628,OF,2300,LAA@SD 08/13/2018 10:10PM ET,LAA,0
3B,Wander Franco (11070733),Wander Franco,11070733,3B,2300,SF@LAD 08/13/2018 10:10PM ET,SF,0
2B/OF,Steve Lombardozzi (11070792),Steve Lombardozzi,11070792,2B/OF,2300,SEA@OAK 08/13/2018 10:05PM ET,OAK,0
1B,Mike Ford (11070844),Mike Ford,11070844,1B,2300,SEA@OAK 08/13/2018 10:05PM ET,SEA,0
OF,Shane Peterson (11070546),Shane Peterson,11070546,OF,2200,LAA@SD 08/13/2018 10:10PM ET,SD,0
C,Luis Torrens (11070611),Luis Torrens,11070611,C,2200,LAA@SD 08/13/2018 10:10PM ET,SD,0
SS,Kevin Maitan (11070633),Kevin Maitan,11070633,SS,2200,LAA@SD 08/13/2018 10:10PM ET,LAA,0
OF,Jo Adell (11070636),Jo Adell,11070636,OF,2200,LAA@SD 08/13/2018 10:10PM ET,LAA,0
C,Rocky Gale (11070700),Rocky Gale,11070700,C,2200,SF@LAD 08/13/2018 10:10PM ET,LAD,0
OF,Ichiro Suzuki (11070757),Ichiro Suzuki,11070757,OF,2200,SEA@OAK 08/13/2018 10:05PM ET,SEA,2.87
C,Tuffy Gosewisch (11070768),Tuffy Gosewisch,11070768,C,2200,SEA@OAK 08/13/2018 10:05PM ET,SEA,0
OF,Kirk Nieuwenhuis (11070785),Kirk Nieuwenhuis,11070785,OF,2200,SEA@OAK 08/13/2018 10:05PM ET,SEA,0
C,Bruce Maxwell (11070838),Bruce Maxwell,11070838,C,2200,SEA@OAK 08/13/2018 10:05PM ET,OAK,3.94
OF,Lazaro Armenteros (11070869),Lazaro Armenteros,11070869,OF,2200,SEA@OAK 08/13/2018 10:05PM ET,OAK,0
OF,Austin Beck (11070870),Austin Beck,11070870,OF,2200,SEA@OAK 08/13/2018 10:05PM ET,OAK,0
1B,Chris Carter (11070529),Chris Carter,11070529,1B,2100,LAA@SD 08/13/2018 10:10PM ET,LAA,0
2B/SS,Andres Blanco (11070642),Andres Blanco,11070642,2B/SS,2100,SF@LAD 08/13/2018 10:10PM ET,SF,0
C,Keibert Ruiz (11070754),Keibert Ruiz,11070754,C,2100,SF@LAD 08/13/2018 10:10PM ET,LAD,0
OF,Jake Smolinski (11070779),Jake Smolinski,11070779,OF,2100,SEA@OAK 08/13/2018 10:05PM ET,OAK,1.95
OF,Heliot Ramos (11070756),Heliot Ramos,11070756,OF,2000,SF@LAD 08/13/2018 10:10PM ET,SF,0
OF,Cameron Perkins (11070806),Cameron Perkins,11070806,OF,2000,SEA@OAK 08/13/2018 10:05PM ET,SEA,0
3B,Joe Rizzo (11070867),Joe Rizzo,11070867,3B,2000,SEA@OAK 08/13/2018 10:05PM ET,SEA,0
